ID,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
 
 _I agree that data gathered in this study will be stored anonymously and securely, and will be used for research purposes only. _
 
 _I understand that my participation is voluntary and that I am free to withdraw at any time without giving reason. _
 
 _I understand that all personal information will remain confidentially within OLIO's database, and that no personally identifiable information will be shared with any third party, and that no data will be made available that can allow me to be personally identified in the results of this research. _
 
 _I am 18 years of age or older. _
 
 I agree to take part in this survey:",How would you describe your gender?,What range best describes your age group?,Do you have any physical or mental health conditions or illnesses that are limiting your day to day activities?,Which of the following best describes your household?,"In general, how satisfied are you with your life?","Compared to others in my neighbourhood, I think my life overall is...",How often do you feel that you lack companionship?,How often do you feel isolated from others or left out?,To what extent are you able to turn to friends and family for help when you need it?,"How much do you agree with the following statement? 
 
 Generally, I borrow things and exchange favours with my neighbours.",Foodbank,Neighbours,Close family or friends,Community or faith group,None of the above,Other,"The next questions are about your household's diet in the past 12 months, since October of last year, and whether you were able to afford the food you needed. In the past 12 months, was the following statement true for you?
 
 We worried whether our food would run out before we got money to buy more.","The food that we bought just didn't last, and we didn't have money to get more.",We couldn't afford to eat balanced meals.,Did you or other adults in your household ever cut the size of your meals or skip meals because there wasn't enough money for food?,How often did this happen?,Did you ever eat less than you felt you should because there wasn't enough money for food?,Were you ever hungry but didn't eat because there wasn't enough money for food?,Did you lose weight because there wasn't enough money for food?,Did you or other adults in your household ever not eat for a whole day because there wasn't enough money for food?,How often did this happen?,"The next questions are about the food situation of your children. In the past 12 months, was the following statement true for you? 
 
 We relied on only a few kinds of low-cost food to feed our children because we were running out of money to buy food.","We couldn't feed our children a balanced meal, because we couldn't afford that.",The children were not eating enough because we just couldn't afford enough food.,Did you ever cut the size of any of the children's meals because there wasn't enough money for food?,Did any of the children ever skip meals because there wasn't enough money for food?,How often did this happen?,Were the children ever hungry but you just couldn't afford more food?,Did any of the children ever not eat for a whole day because there wasn't enough money for food?,household_food_security_label,Which of the following best describes the house you currently live in?,Other,Do you know the Energy Performance Certificate (EPC) rating for the house you currently live in?,Do you use a prepayment or pay-as-you-go meter to pay for your energy usage?,"The following questions are about challenges your household may have had paying energy bills or maintaining heating in your home in the past 12 months. 
 
 How frequently did your household reduce or forego expenses for basic household necessities, such as medicine or food, in order to pay an energy bill?","In the past year, how frequently did your household keep your home at a cold temperature that you felt was unsafe or unhealthy?","In the past year, how frequently did your household run behind on payments for energy bills, or receive a notice to disconnect?","In the last year, was there ever a time your household was unable to use your main source of heat because you could not afford to pay for gas or electricity?",About how many days over the past year has your household gone without heat because you could not afford to pay for gas or electricity?,"In the last year, was there ever a time your household was unable to use your main source of heat because the equipment was broken, and you couldn't afford to pay to repair or replace the equipment?","In the past year, did anyone in your household need medical attention because your home was too cold?",FS1,FS2,FS3,FS4,FS5,FS6,FS7,fuel-security_label,fuel-security_score,"In the past year, how often did you worry about making energy payments?","In the past year, how often did you worry about making rent/ mortgage payments?",Consider your grocery shopping habits in the past 12 months. How often have you avoided food that requires cooking to reduce energy usage?,Working full-time,Working part-time,Unemployed,Retired,Not working- looking after house/ children,Not working- long term sick or disabled,Student,Other,What is your annual household income before tax?,user_id,Start Date (UTC),Submit Date (UTC),response_time,survey_date,incentivised,lad_code,msoa_code,imd_decile
hbn0dk91rjpka4c2d6hbn0dkgpa77phv,1,Female,20 to 24,No,Living on my own (NO children or children have left home),7,Better,Some of the time,Some of the time,To some extent,Tend to disagree,,,,Community or faith group,,,Sometimes true,Sometimes true,Never true,Yes,Some months but not every month,No,No,No,Yes,,,,,,,,,,Low food security,Living in student accommodation/ student halls,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,1 or 2 months,,,,,,,Student,,"£24,301- £37,900 p.a.",6581181,22/11/2022 16:00,22/11/2022 16:06,6,22/11/2022,1,E09000033,E02000969,2
hc5ko4yfatm13leojxxhc5ko4rkh0ljq,1,Male,65 to 69,No,Living with partner/ spouse (NO children or children have left home),9,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,Working part-time,,,,,,,"£37,901- £58,900 p.a.",6382866,24/11/2022 21:09,24/11/2022 21:12,3,22/11/2022,1,E09000025,E02000720,4
hc80zj153s79sndq29scghc80rvs4mbv,1,Female,65 to 69,Prefer not to say,Living on my own (NO children or children have left home),5,The same,Some of the time,Some of the time,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,,,Retired,,,,,"£14,901- £24,300 p.a.",4583384,27/11/2022 13:05,27/11/2022 13:08,3,27/11/2022,0,E09000008,E02000226,8
hck1zb11hyh6478cntthckz3sk23onb7,1,Female,40 to 44,Yes,Living on my own (NO children or children have left home),3,Worse,Often,Often,Not at all,Definitely disagree,Foodbank,,,,,Council,Sometimes true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,,,,,,,,,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Some months but not every month,Some months but not every month,Almost every month,1,100,1,0,,,,,,,,Very low fuel-security,0,Almost every month,Some months but not every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",5154558,23/11/2022 12:47,23/11/2022 12:51,4,22/11/2022,1,E09000020,E02000581,1
hd7eh0ugi6t7soofj191db3hd7eh6753,1,Male,55 to 59,No,Living with partner/ spouse (NO children or children have left home),7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",482572,22/11/2022 16:36,22/11/2022 16:39,3,22/11/2022,1,E09000011,E02000341,2
hfbj3s5p7dw7gkr4jhfbj3sb62sli12g,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),10,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,D,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",6650807,25/11/2022 17:56,25/11/2022 17:59,3,22/11/2022,1,E09000022,E02000645,7
hfkyhqxeg76z1e8ua7zihfkyhq85cft2,1,Female,20 to 24,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",4,Worse,Some of the time,Some of the time,To some extent,Tend to agree,,,Close family or friends,,,,Sometimes true,Never true,Never true,Yes,Almost every month,Yes,Yes,Yes,Yes,,,,,,,,,,Low food security,Renting from private landlord,,D,No,Some months but not every month,1 or 2 months,Some months but not every month,1,3,0,0,,,,,,,,Low fuel-security,0,Never,Never,1 or 2 months,Working full-time,,,,,,,,"Less than £14,900 p.a.",1713028,27/11/2022 12:47,27/11/2022 12:49,2,27/11/2022,1,E09000005,E02000099,7
hgoglauzy5615f6fhgoglswk5xy6evdw,1,Female,40 to 44,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,Close family or friends,,,Olio,Sometimes true,Sometimes true,Often true,Yes,Almost every month,Yes,No,No,No,,,,,,,,,,Low food security,Buying the house on a mortgage,,Don't know,No,Never,Almost every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Some months but not every month,Never,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",2459988,04/12/2022 09:33,04/12/2022 09:38,5,03/12/2022,1,E09000017,E02000517,4
hgy2664sovbkfbj13hgy2vnvgqa94uh9,1,Female,60 to 64,No,Living with partner/ spouse (NO children or children have left home),6,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,Foodbank,,,,,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,D,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,Working part-time,,,,,,,"£37,901- £58,900 p.a.",5693526,22/11/2022 19:10,22/11/2022 19:15,5,22/11/2022,1,E09000027,E02000806,10
hhaomnu810gict3l9akkm1hhaomnb307,1,Female,50 to 54,No,Living with partner/ spouse (NO children or children have left home),8,The same,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,Working part-time,,,,,,,"Less than £14,900 p.a.",4279878,27/11/2022 13:12,27/11/2022 13:18,6,27/11/2022,1,E09000024,E02000708,10
hhq0hm27fizgbj5ehhq0j0eyi2520rv2,1,Female,35 to 39,Yes,Living with partner/ spouse (NO children or children have left home),7,Worse,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,Close family or friends,,,,Often true,Sometimes true,Sometimes true,No,,Yes,No,No,No,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,No,1 or 2 months,1 or 2 months,Almost every month,0,,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Some months but not every month,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",40118,27/11/2022 14:18,27/11/2022 14:22,4,27/11/2022,1,E09000014,E02000430,6
hi5tvw3uwgi0fttxhi5f4e16l8ftival,1,Male,30 to 34,No,Living with partner/ spouse (NO children or children have left home),7,Better,Some of the time,Hardly ever or never,To some extent,Definitely disagree,Foodbank,,,,,,Often true,Often true,Sometimes true,No,,No,No,Yes,No,,,,,,,,,,Low food security,Renting from private landlord,,E,Yes,Almost every month,Some months but not every month,1 or 2 months,0,,1,0,,,,,,,,Low fuel-security,0,1 or 2 months,Almost every month,1 or 2 months,,,,,,,Student,,"£14,901- £24,300 p.a.",3982781,22/11/2022 16:10,22/11/2022 16:15,5,22/11/2022,1,E09000028,E02000828,3
hi7f2vuh06cre496hi7f0mv2ubopy1m4,1,Female,25 to 29,No,Living on my own (NO children or children have left home),7,The same,Some of the time,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,F,Don't know,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,1 or 2 months,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",777296,22/11/2022 15:52,22/11/2022 15:55,3,22/11/2022,1,E09000013,E02000373,2
hjyqn4t4twylrdpcthjyqn4t7ninfosh,1,Female,60 to 64,Prefer not to say,Living with partner/ spouse (NO children or children have left home),5,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,Close family or friends,Community or faith group,,,Sometimes true,Never true,Never true,Yes,Some months but not every month,Yes,Yes,Yes,No,,,,,,,,,,Low food security,Buying the house on a mortgage,,Don't know,No,Some months but not every month,Almost every month,Never,0,,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,,,,Retired,,,,,Prefer not to say,2614689,27/11/2022 12:47,27/11/2022 12:53,6,27/11/2022,1,E09000019,E02000561,5
hkblapz0a0y77rs4w2vhkblv6rn21qqu,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),6,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,Almost every month,1 or 2 months,0,,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Some months but not every month,1 or 2 months,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",781305,27/11/2022 12:48,27/11/2022 12:50,2,27/11/2022,1,E09000022,E02000635,4
hkenhl63e862ixobxe0phkenhl63qur5,1,Male,30 to 34,Yes,Living on my own (NO children or children have left home),5,The same,Some of the time,Some of the time,To some extent,Definitely disagree,Foodbank,,,,,,Sometimes true,Never true,Never true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,1 or 2 months,Some months but not every month,Some months but not every month,1,30,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Never,Never,,,Unemployed,,,,,,Prefer not to say,6475018,28/11/2022 02:57,28/11/2022 03:05,8,27/11/2022,1,E09000033,E02000964,3
hmn45fay1tf4a0szhmn45fsaqf5erpir,1,Male,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,The same,Often,Often,To some extent,Definitely agree,,,,,None of the above,,Sometimes true,Never true,Sometimes true,Yes,Some months but not every month,Yes,Yes,No,Yes,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,1 or 2 months,Never,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",3713632,28/11/2022 14:18,28/11/2022 14:24,6,27/11/2022,1,E09000005,E02000101,2
hn64ufwwp3wf5pwoijqhn64u52jplq1k,1,Female,40 to 44,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",10,Worse,Often,Often,To some extent,Tend to disagree,Foodbank,,Close family or friends,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,Yes,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,Yes,Almost every month,Almost every month,Almost every month,0,,1,1,,,,,,,,Very low fuel-security,0,Almost every month,Never,Almost every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",1337683,23/11/2022 09:59,23/11/2022 10:04,5,22/11/2022,1,E09000023,E02000664,3
hn9nhr70oiueknr2lemxq3ohn9nh3aze,1,Male,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,Better,Hardly ever or never,Some of the time,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",5724688,27/11/2022 16:28,27/11/2022 16:32,4,27/11/2022,1,E09000007,E02000176,8
ho7v1i07330io9motzsxho7v1i0m1r8z,1,Female,55 to 59,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Some months but not every month,,,,Retired,Not working- looking after house/ children,,,,Prefer not to say,6428526,22/11/2022 17:09,22/11/2022 17:14,5,22/11/2022,0,E09000017,E02000511,7
hool1uc0yuui7fnchooltupqm2c6rotu,1,Male,25 to 29,No,Living with partner/ spouse (NO children or children have left home),7,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,D,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Some months but not every month,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",1751827,22/11/2022 16:55,22/11/2022 16:59,4,22/11/2022,1,E09000031,E02000908,6
houwvoeozavdfjdlhouizrgaskf3tyqr,1,Male,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,Better,Hardly ever or never,Some of the time,To some extent,Definitely disagree,,,,,,Olio,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Yes,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Never,Some months but not every month,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",6509632,27/11/2022 17:15,27/11/2022 17:25,10,27/11/2022,1,E09000032,E02000924,3
hpanjxr225l7tswhpan0639agnpc2w6d,1,Female,30 to 34,Yes,Living on my own (NO children or children have left home),10,Much better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Never true,Sometimes true,No,,Yes,No,No,No,,,,,,,,,,Low food security,Buying the house on a mortgage,,Don't know,No,Some months but not every month,Some months but not every month,Never,1,10,0,0,,,,,,,,Low fuel-security,0,1 or 2 months,Never,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",1115892,22/11/2022 20:55,22/11/2022 20:58,3,22/11/2022,1,E09000005,E02000121,5
hqtmz1jh1ll02hem81nj0q1hqtmzin3z,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),3,Worse,Often,Often,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,D,No,Never,Some months but not every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Never,Never,1 or 2 months,Working full-time,,,,,,,,"More than £58,900 p.a.",1199688,22/11/2022 15:33,22/11/2022 15:38,5,22/11/2022,1,E09000007,E02000186,6
hqy9kqrvx4xdw1tbponlhqy9kqrvgxrw,1,Female,35 to 39,No,Living on my own (NO children or children have left home),7,Better,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",1911014,27/11/2022 12:58,27/11/2022 13:02,4,27/11/2022,1,E09000008,E02000220,3
hrtzt9jb37i6ohrwdlbh7kkas2t71nwd,1,Female,40 to 44,No,Living on my own (NO children or children have left home),8,Better,Some of the time,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,E,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,1 or 2 months,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",1068263,27/11/2022 13:40,27/11/2022 13:43,3,27/11/2022,1,E09000012,E02000368,2
hud5b3uumb26hud5uu2w4tu0p7k5dxta,1,Male,60 to 64,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,Olio,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,,,,,,,,Semi retired,Prefer not to say,6443580,23/11/2022 20:30,23/11/2022 20:37,7,22/11/2022,0,E09000008,E02000237,10
huvnum82qgh3olmkx84cm5dwhuvnume0,1,Female,35 to 39,Yes,Living on my own (NO children or children have left home),7,Worse,Some of the time,Often,To a large extent,Tend to agree,,,,,None of the above,,Sometimes true,Never true,Often true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,1 or 2 months,Never,,,,,,,Student,,"Less than £14,900 p.a.",701579,27/11/2022 13:48,27/11/2022 13:58,10,27/11/2022,1,E09000015,E02000455,6
hvb97vqktoo9gc32ffkh5hvb97t1h4lh,1,Prefer not to say,35 to 39,Prefer not to say,"Living with other adults that are non-family members, such as friends/ flatmates",7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Don't know,1 or 2 months,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Never,Never,,Working part-time,,,,,,,"£24,301- £37,900 p.a.",5757206,27/11/2022 12:48,27/11/2022 12:52,4,27/11/2022,1,E09000013,E02000372,4
hw2n3rpoe3rjiuuzm6e8hw2n3rfmkze8,1,Female,20 to 24,No,Living on my own (NO children or children have left home),6,The same,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,None of the above,,Often true,Sometimes true,Often true,Yes,Only 1 or 2 months,Yes,Yes,Yes,Yes,,,,,,,,,,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,Never,Never,Some months but not every month,0,,0,0,,,,,,,,Marginal fuel-security,0,Some months but not every month,Almost every month,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5735032,22/11/2022 15:31,22/11/2022 15:35,4,22/11/2022,1,E09000029,E02000851,4
hwsmyj39frfa9ietc7zakwqlhwsmyj39,1,Female,55 to 59,Prefer not to say,Living on my own (NO children or children have left home),4,The same,Often,Often,Not at all,Tend to disagree,Foodbank,,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,No,,,,,,,,,,Very low food security,Owning the house outright,,Don't know,No,1 or 2 months,Almost every month,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,,Some months but not every month,Working full-time,,,,,,,Just started a 6 month job a month ago but prior to that was unemployed for many years,Prefer not to say,5801738,23/11/2022 11:53,23/11/2022 12:02,9,22/11/2022,1,E09000003,E02000054,4
hwsmzj27ksxhc9ldiyhwsmzoq0xn4xwc,1,Female,50 to 54,No,Living with partner/ spouse (NO children or children have left home),7,Much better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Living in rented accommodation from Housing Association,,Don't know,No,Some months but not every month,1 or 2 months,Almost every month,1,60,0,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Some months but not every month,,,,Retired,,,,,Prefer not to say,6030767,27/11/2022 12:52,27/11/2022 12:55,3,27/11/2022,1,E09000020,E02000583,5
hyhgggtllzb2f62zjehyhgggubtjl9s3,1,Male,35 to 39,No,Living with partner/ spouse (NO children or children have left home),6,Better,Hardly ever or never,Hardly ever or never,Not at all,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Don't know,Never,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,,Working part-time,,,,,,,Prefer not to say,6230761,22/11/2022 15:38,22/11/2022 15:46,8,22/11/2022,1,E09000011,E02000316,2
i1eswz03d1n86ohti0i1ez4h0f7bfrcj,1,Female,55 to 59,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,Better,Some of the time,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,D,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",1169883,23/11/2022 10:01,23/11/2022 10:06,5,22/11/2022,1,E09000024,E02000705,5
